Niveluri de instruire, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Invatamant preuniversitar, Feminin, Arges, Anul 2015, Numar persoane, 5835
Invatamant preuniversitar, Feminin, Arges, Anul 2016, Numar persoane, 5685
Invatamant preuniversitar, Feminin, Arges, Anul 2017, Numar persoane, 5985
Invatamant preuniversitar, Feminin, Calarasi, Anul 2013, Numar persoane, 2427
Invatamant preuniversitar, Feminin, Calarasi, Anul 2014, Numar persoane, 2588
Invatamant preuniversitar, Feminin, Calarasi, Anul 2015, Numar persoane, 2335
Invatamant preuniversitar, Feminin, Calarasi, Anul 2016, Numar persoane, 2297
Invatamant preuniversitar, Feminin, Calarasi, Anul 2017, Numar persoane, 2277
Invatamant preuniversitar, Feminin, Dambovita, Anul 2013, Numar persoane, 4641
Invatamant preuniversitar, Feminin, Dambovita, Anul 2014, Numar persoane, 5119
Invatamant preuniversitar, Feminin, Dambovita, Anul 2015, Numar persoane, 4441
Invatamant preuniversitar, Feminin, Dambovita, Anul 2016, Numar persoane, 4280
Invatamant preuniversitar, Feminin, Dambovita, Anul 2017, Numar persoane, 4209
Invatamant preuniversitar, Feminin, Giurgiu, Anul 2013, Numar persoane, 2227
Invatamant preuniversitar, Feminin, Giurgiu, Anul 2014, Numar persoane, 2151
Invatamant preuniversitar, Feminin, Giurgiu, Anul 2015, Numar persoane, 1977
Invatamant preuniversitar, Feminin, Giurgiu, Anul 2016, Numar persoane, 1964
Invatamant preuniversitar, Feminin, Giurgiu, Anul 2017, Numar persoane, 1894
Invatamant preuniversitar, Feminin, Ialomita, Anul 2013, Numar persoane, 2514
Invatamant preuniversitar, Feminin, Ialomita, Anul 2014, Numar persoane, 2698
Invatamant preuniversitar, Feminin, Ialomita, Anul 2015, Numar persoane, 2301
Invatamant preuniversitar, Feminin, Ialomita, Anul 2016, Numar persoane, 2302
Invatamant preuniversitar, Feminin, Ialomita, Anul 2017, Numar persoane, 2174
Invatamant preuniversitar, Feminin, Prahova, Anul 2013, Numar persoane, 7366
Invatamant preuniversitar, Feminin, Prahova, Anul 2014, Numar persoane, 8261
Invatamant preuniversitar, Feminin, Prahova, Anul 2015, Numar persoane, 7198
Invatamant preuniversitar, Feminin, Prahova, Anul 2016, Numar persoane, 7138
Invatamant preuniversitar, Feminin, Prahova, Anul 2017, Numar persoane, 6881
Invatamant preuniversitar, Feminin, Teleorman, Anul 2013, Numar persoane, 3286
Invatamant preuniversitar, Feminin, Teleorman, Anul 2014, Numar persoane, 3434
Invatamant preuniversitar, Feminin, Teleorman, Anul 2015, Numar persoane, 2966
Invatamant preuniversitar, Feminin, Teleorman, Anul 2016, Numar persoane, 2885
Invatamant preuniversitar, Feminin, Teleorman, Anul 2017, Numar persoane, 2949
Invatamant preuniversitar, Feminin, Ilfov, Anul 2013, Numar persoane, 2142
Invatamant preuniversitar, Feminin, Ilfov, Anul 2014, Numar persoane, 2300
Invatamant preuniversitar, Feminin, Ilfov, Anul 2015, Numar persoane, 2088
Invatamant preuniversitar, Feminin, Ilfov, Anul 2016, Numar persoane, 1925
Invatamant preuniversitar, Feminin, Ilfov, Anul 2017, Numar persoane, 2041
Invatamant preuniversitar, Feminin, Dolj, Anul 2013, Numar persoane, 6501
Invatamant preuniversitar, Feminin, Dolj, Anul 2014, Numar persoane, 7117
Invatamant preuniversitar, Feminin, Dolj, Anul 2015, Numar persoane, 6189
Invatamant preuniversitar, Feminin, Dolj, Anul 2016, Numar persoane, 6338
Invatamant preuniversitar, Feminin, Dolj, Anul 2017, Numar persoane, 6154
Invatamant preuniversitar, Feminin, Gorj, Anul 2013, Numar persoane, 4670
Invatamant preuniversitar, Feminin, Gorj, Anul 2014, Numar persoane, 4827
Invatamant preuniversitar, Feminin, Gorj, Anul 2015, Numar persoane, 4178
Invatamant preuniversitar, Feminin, Gorj, Anul 2016, Numar persoane, 4154
Invatamant preuniversitar, Feminin, Gorj, Anul 2017, Numar persoane, 3881
Invatamant preuniversitar, Feminin, Mehedinti, Anul 2013, Numar persoane, 2852
Invatamant preuniversitar, Feminin, Mehedinti, Anul 2014, Numar persoane, 3181
Invatamant preuniversitar, Feminin, Mehedinti, Anul 2015, Numar persoane, 2686
Invatamant preuniversitar, Feminin, Mehedinti, Anul 2016, Numar persoane, 2548
Invatamant preuniversitar, Feminin, Mehedinti, Anul 2017, Numar persoane, 2634
Invatamant preuniversitar, Feminin, Olt, Anul 2013, Numar persoane, 4686
Invatamant preuniversitar, Feminin, Olt, Anul 2014, Numar persoane, 4932
Invatamant preuniversitar, Feminin, Olt, Anul 2015, Numar persoane, 4381
Invatamant preuniversitar, Feminin, Olt, Anul 2016, Numar persoane, 4325
Invatamant preuniversitar, Feminin, Olt, Anul 2017, Numar persoane, 4390
Invatamant preuniversitar, Feminin, Valcea, Anul 2013, Numar persoane, 4050
Invatamant preuniversitar, Feminin, Valcea, Anul 2014, Numar persoane, 4383
Invatamant preuniversitar, Feminin, Valcea, Anul 2015, Numar persoane, 3769
Invatamant preuniversitar, Feminin, Valcea, Anul 2016, Numar persoane, 3718
Invatamant preuniversitar, Feminin, Valcea, Anul 2017, Numar persoane, 3669
Invatamant preuniversitar, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 17958
Invatamant preuniversitar, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 18851
Invatamant preuniversitar, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 16668
Invatamant preuniversitar, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 16529
Invatamant preuniversitar, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 16507
Invatamant preuniversitar, Feminin, Arad, Anul 2013, Numar persoane, 4127
Invatamant preuniversitar, Feminin, Arad, Anul 2014, Numar persoane, 4262
Invatamant preuniversitar, Feminin, Arad, Anul 2015, Numar persoane, 3872
Invatamant preuniversitar, Feminin, Arad, Anul 2016, Numar persoane, 3778
Invatamant preuniversitar, Feminin, Arad, Anul 2017, Numar persoane, 3872
Invatamant preuniversitar, Feminin, Caras-Severin, Anul 2013, Numar persoane, 2798
Invatamant preuniversitar, Feminin, Caras-Severin, Anul 2014, Numar persoane, 2769
Invatamant preuniversitar, Feminin, Caras-Severin, Anul 2015, Numar persoane, 2443
Invatamant preuniversitar, Feminin, Caras-Severin, Anul 2016, Numar persoane, 2576
Invatamant preuniversitar, Feminin, Caras-Severin, Anul 2017, Numar persoane, 2535
Invatamant preuniversitar, Feminin, Hunedoara, Anul 2013, Numar persoane, 4808
Invatamant preuniversitar, Feminin, Hunedoara, Anul 2014, Numar persoane, 5358
Invatamant preuniversitar, Feminin, Hunedoara, Anul 2015, Numar persoane, 4505
Invatamant preuniversitar, Feminin, Hunedoara, Anul 2016, Numar persoane, 4321
Invatamant preuniversitar, Feminin, Hunedoara, Anul 2017, Numar persoane, 4189
Invatamant preuniversitar, Feminin, Timis, Anul 2013, Numar persoane, 6225
Invatamant preuniversitar, Feminin, Timis, Anul 2014, Numar persoane, 6462
Invatamant preuniversitar, Feminin, Timis, Anul 2015, Numar persoane, 5848
Invatamant preuniversitar, Feminin, Timis, Anul 2016, Numar persoane, 5854
Invatamant preuniversitar, Feminin, Timis, Anul 2017, Numar persoane, 5911
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, TOTAL, Anul 2013, Numar persoane, 93500
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, TOTAL, Anul 2014, Numar persoane, 95257
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, TOTAL, Anul 2015, Numar persoane, 91903
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, TOTAL, Anul 2016, Numar persoane, 87358
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, TOTAL, Anul 2017, Numar persoane, 88204
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bihor, Anul 2013, Numar persoane, 2910
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bihor, Anul 2014, Numar persoane, 2794
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bihor, Anul 2015, Numar persoane, 2699
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bihor, Anul 2016, Numar persoane, 2547
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bihor, Anul 2017, Numar persoane, 2630
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bistrita-Nasaud, Anul 2013, Numar persoane, 1617
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bistrita-Nasaud, Anul 2014, Numar persoane, 1600
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bistrita-Nasaud, Anul 2015, Numar persoane, 1524
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bistrita-Nasaud, Anul 2016, Numar persoane, 1505
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bistrita-Nasaud, Anul 2017, Numar persoane, 1558
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Cluj, Anul 2013, Numar persoane, 2498
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Cluj, Anul 2014, Numar persoane, 2698
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Cluj, Anul 2015, Numar persoane, 2544
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Cluj, Anul 2016, Numar persoane, 2466
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Cluj, Anul 2017, Numar persoane, 2547
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Maramures, Anul 2013, Numar persoane, 2405
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Maramures, Anul 2014, Numar persoane, 2413
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Maramures, Anul 2015, Numar persoane, 2370
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Maramures, Anul 2016, Numar persoane, 2197
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Maramures, Anul 2017, Numar persoane, 2232
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Satu Mare, Anul 2013, Numar persoane, 1558
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Satu Mare, Anul 2014, Numar persoane, 1601
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Satu Mare, Anul 2015, Numar persoane, 1636
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Satu Mare, Anul 2016, Numar persoane, 1607
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Satu Mare, Anul 2017, Numar persoane, 1535
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Salaj, Anul 2013, Numar persoane, 1185
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Salaj, Anul 2014, Numar persoane, 1154
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Salaj, Anul 2015, Numar persoane, 1127
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Salaj, Anul 2016, Numar persoane, 1070
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Salaj, Anul 2017, Numar persoane, 1051
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Alba, Anul 2013, Numar persoane, 1689
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Alba, Anul 2014, Numar persoane, 1719
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Alba, Anul 2015, Numar persoane, 1581
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Alba, Anul 2016, Numar persoane, 1507
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Alba, Anul 2017, Numar persoane, 1465
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Brasov, Anul 2013, Numar persoane, 2037
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Brasov, Anul 2014, Numar persoane, 2229
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Brasov, Anul 2015, Numar persoane, 2103
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Brasov, Anul 2016, Numar persoane, 2079
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Brasov, Anul 2017, Numar persoane, 2089
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Covasna, Anul 2013, Numar persoane, 947
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Covasna, Anul 2014, Numar persoane, 1006
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Covasna, Anul 2015, Numar persoane, 997
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Covasna, Anul 2016, Numar persoane, 941
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Covasna, Anul 2017, Numar persoane, 925
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Harghita, Anul 2013, Numar persoane, 1547
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Harghita, Anul 2014, Numar persoane, 1552
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Harghita, Anul 2015, Numar persoane, 1572
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Harghita, Anul 2016, Numar persoane, 1444
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Harghita, Anul 2017, Numar persoane, 1483
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Mures, Anul 2013, Numar persoane, 2453
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Mures, Anul 2014, Numar persoane, 2520
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Mures, Anul 2015, Numar persoane, 2532
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Mures, Anul 2016, Numar persoane, 2313
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Mures, Anul 2017, Numar persoane, 2426
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Sibiu, Anul 2013, Numar persoane, 1808
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Sibiu, Anul 2014, Numar persoane, 1789
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Sibiu, Anul 2015, Numar persoane, 1705
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Sibiu, Anul 2016, Numar persoane, 1718
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Sibiu, Anul 2017, Numar persoane, 1710
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bacau, Anul 2013, Numar persoane, 3128
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bacau, Anul 2014, Numar persoane, 3271
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bacau, Anul 2015, Numar persoane, 3129
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bacau, Anul 2016, Numar persoane, 3067
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Bacau, Anul 2017, Numar persoane, 2986
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Botosani, Anul 2013, Numar persoane, 2437
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Botosani, Anul 2014, Numar persoane, 2543
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Botosani, Anul 2015, Numar persoane, 2443
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Botosani, Anul 2016, Numar persoane, 2325
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Botosani, Anul 2017, Numar persoane, 2313
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Iasi, Anul 2013, Numar persoane, 4128
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Iasi, Anul 2014, Numar persoane, 4160
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Iasi, Anul 2015, Numar persoane, 4079
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Iasi, Anul 2016, Numar persoane, 3976
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Iasi, Anul 2017, Numar persoane, 4001
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Neamt, Anul 2013, Numar persoane, 2581
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Neamt, Anul 2014, Numar persoane, 2595
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Neamt, Anul 2015, Numar persoane, 2478
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Neamt, Anul 2016, Numar persoane, 2282
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Neamt, Anul 2017, Numar persoane, 2331
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Suceava, Anul 2013, Numar persoane, 3983
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Suceava, Anul 2014, Numar persoane, 4125
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Suceava, Anul 2015, Numar persoane, 3884
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Suceava, Anul 2016, Numar persoane, 3674
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Suceava, Anul 2017, Numar persoane, 3665
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Vaslui, Anul 2013, Numar persoane, 2409
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Vaslui, Anul 2014, Numar persoane, 2484
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Vaslui, Anul 2015, Numar persoane, 2340
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Vaslui, Anul 2016, Numar persoane, 2202
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Vaslui, Anul 2017, Numar persoane, 2122
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Braila, Anul 2013, Numar persoane, 1480
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Braila, Anul 2014, Numar persoane, 1498
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Braila, Anul 2015, Numar persoane, 1445
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Braila, Anul 2016, Numar persoane, 1357
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Braila, Anul 2017, Numar persoane, 1413
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Buzau, Anul 2013, Numar persoane, 2152
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Buzau, Anul 2014, Numar persoane, 2182
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Buzau, Anul 2015, Numar persoane, 2052
Invatamant primar si gimnazial (inclusiv invatamant special), Masculin, Buzau, Anul 2016, Numar persoane, 1960
